number;id;xscales;yscales
477;2fd5491f9d14d063b66246d34560a385;0.8175117708613479,0.7708233026338943,0.696840535291309,0.609060093033239,0.521189080181212,0.4445352545051246,0.3870894957163993,0.3537410496016512;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
478;2a65a5b6349cd29daf4dd50b2a828fcb;0.182488229138652,0.22917669736610569,0.3031594647086911,0.3909399069667608,0.47881091981878793,0.5554647454948752,0.6129105042836007,0.6462589503983488;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
479;ded75cebcea1aeae6371ca3335bf0435;0.45753866872635796,0.45753866872635796,0.45753866872635796,0.45753866872635796,0.45753866872635796,0.45753866872635796,0.45753866872635796,0.45753866872635796;0.006842181685807162,0.03484391234098967,0.08057809061144888,0.13712631155520058,0.1963814121972938,0.2503848476062594,0.2923551863963635,0.31733659999968394
480;31f925e0652c387c1e3789f5be7e5331;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.7791133753554226,0.7459841604481455,0.6883792744708791,0.6104367380413974,0.5195391755598063,0.4270386324022403,0.3477255231187823,0.29702237538514786
481;51b7b6c97d97ca983f92223e7472f31d;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.22088662464457742,0.2540158395518545,0.31162072552912085,0.3895632619586026,0.48046082444019367,0.5729613675977596,0.6522744768812176,0.702977624614852
482;a295b483e1ae759e12fca77ca3d9fed6;0.9981289960409597,0.9954825521680246,0.9909089731741721,0.9847767162044323,0.9777053889066295,0.9705964673269858,0.9645698015212841,0.960749866402523;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
483;1e188bfef9f2b6399eed0adabeb62d86;0.0018710039590403274,0.0045174478319753705,0.009091026825827762,0.01522328379556758,0.022294611093370383,0.029403532673014165,0.03543019847871591,0.0392501335974769;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
484;9732cf63d531a90c39c569430f34465a;0.2614693021970192,0.23835088786105849,0.20662410499923148,0.17513928170209292,0.14876426816612406,0.12903860452258784,0.11589324172264032,0.10881904311090485;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
485;fe40ebd3e739610cf600f6b23e4f0434;0.7385306978029806,0.7616491121389415,0.7933758950007685,0.824860718297907,0.8512357318338759,0.8709613954774121,0.8841067582773595,0.8911809568890952;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
486;8d954dcec05332fac76366b94a5a121a;0.7605645928746076,0.7043148878435898,0.6191183673905453,0.52383188405482,0.4342093415111967,0.36033777932086924,0.307417768517925,0.2776036812176109;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
487;90e95e0bd62281ada822991744464e16;0.23943540712539224,0.2956851121564101,0.3808816326094546,0.47616811594517994,0.5657906584888032,0.6396622206791307,0.692582231482075,0.7223963187823889;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
488;42561a59d8a55bd05b6649d88a93a7b3;0.1513040222952453,0.1513040222952453,0.1513040222952453,0.1513040222952453,0.1513040222952453,0.1513040222952453,0.1513040222952453,0.1513040222952453;0.0018125012442700018,0.00921740256024323,0.02126753079351132,0.03609194749554686,0.05153769454529969,0.06553646993266948,0.07636501656699739,0.08278928488750645
489;d8471995203730005a2719d0301e25da;0.6361997014502543,0.6361997014502543,0.6361997014502543,0.6361997014502543,0.6361997014502543,0.6361997014502543,0.6361997014502543,0.6361997014502543;0.5009088028390479,0.4660106678432328,0.40580968905607556,0.3253099640779919,0.23279115091705008,0.14011166783920848,0.06180040140472375,0.012286106847258218
490;af13cdb276a60c8cc58d24cb0a1e838d;0.6744388035492321,0.6547949065536502,0.6189304653062818,0.5666167784764097,0.4993496058826835,0.4228145767528089,0.3495421789181002,0.2984221863666365;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
491;2b459dfe9e57e63fd95d465664a80fe6;0.3255611964507677,0.3452050934463497,0.3810695346937179,0.4333832215235902,0.5006503941173163,0.577185423247191,0.6504578210818996,0.7015778136333634;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
492;55ae90be7d953a86d12fd74595ee25ea;0.03951815990906335,0.175725314051871,0.3366448818122882,0.4726249952571056,0.5719572627534892,0.6389881325643376,0.6806302889276519,0.702119162882358;0.8292722466960352,0.8292722466960352,0.8292722466960352,0.8292722466960352,0.8292722466960352,0.8292722466960352,0.8292722466960352,0.8292722466960352
493;79042c0e95b85a6f1789bb1c6ea94203;0.38781197222743474,0.38781197222743474,0.38781197222743474,0.38781197222743474,0.38781197222743474,0.38781197222743474,0.38781197222743474,0.38781197222743474;0.010272220177851777,0.05103095124521582,0.11347471510110196,0.1843467965707786,0.25202378054215274,0.3085642496138485,0.34949711455868254,0.37271746062324057
494;a5aa72ffc5ec6a05d470edbd67aff4cc;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.6276225754569479,0.5851322961508864,0.5156903780889553,0.4297528364149135,0.33961155689702405,0.25737895529033683,0.1934164996463455,0.15532299805280178
495;856ed9b4608178602690ff9364110fdd;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.372377424543052,0.41486770384911353,0.48430962191104454,0.5702471635850864,0.6603884431029761,0.7426210447096631,0.8065835003536543,0.8446770019471981
496;bd888eb5ae055fa848508767608b4eec;0.6667054859396593,0.6667054859396593,0.6667054859396593,0.6667054859396593,0.6667054859396593,0.6667054859396593,0.6667054859396593,0.6667054859396593;0.028219654816934225,0.13015222942172847,0.26080031163516676,0.38094229823423376,0.4750295320003095,0.541823586818295,0.5847471722607446,0.6073433390427361
497;39a54c1ba779667ada04255cd73d4e26;0.021476486556950676,0.1045683705648775,0.22564163135896384,0.3546566128597712,0.4702641583242998,0.561643306446385,0.6250492754674223,0.6600441939229509;0.8534938080147441,0.8534938080147441,0.8534938080147441,0.8534938080147441,0.8534938080147441,0.8534938080147441,0.8534938080147441,0.8534938080147441
498;8b097cd36dc55b4e52ccaa30d1ed62a5;0.9976963845883183,0.9976963845883183,0.9976963845883183,0.9976963845883183,0.9976963845883183,0.9976963845883183,0.9976963845883183,0.9976963845883183;0.6435522666589191,0.6193317915959793,0.5733823009023954,0.5020345522622796,0.4018516983069092,0.2744651415770595,0.13662056498607733,0.029563000284243107
499;1fc27bcfa78d825be3686c9090f71ace;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.31315867159875854,0.3065787818421374,0.2959810342762494,0.2831266673294013,0.2699439166847624,0.25817737606089475,0.24919131287050825,0.24390710498332133
500;dd5b5465e3c4ee7ca92e4c37d3a0bc78;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.6868413284012415,0.6934212181578624,0.7040189657237506,0.7168733326705987,0.7300560833152374,0.7418226239391053,0.7508086871294917,0.7560928950166785
501;5a41b737769dcaa2568d43db905baf96;0.014148282220657957,0.07182867447824035,0.16527651720667938,0.27953649143164333,0.39776914940392416,0.5042132499032749,0.5860910689638605,0.6344783517364223;0.7715143709012695,0.7715143709012695,0.7715143709012695,0.7715143709012695,0.7715143709012695,0.7715143709012695,0.7715143709012695,0.7715143709012695
502;89e8a6dc878cebca5b17ed238eec25bc;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.7211014582028443,0.6835585369383681,0.6187533434140993,0.5320140864358287,0.4322068588681335,0.3321003194666537,0.24741495970048677,0.19382387251622715
503;37f1a5e6720dd553000b951c6bd4f9f5;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.2788985417971554,0.31644146306163173,0.3812466565859005,0.46798591356417124,0.5677931411318665,0.6678996805333461,0.7525850402995131,0.8061761274837727
504;33d71c3b35ec1c32597841e32a8ee5e8;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.4090913017973902,0.3841592235771651,0.3482052657817374,0.3103737103909783,0.276887380376735,0.25069101239556874,0.23265322028846275,0.2227462450808829
505;b8d0d2905e7d2bc5fe019994735d5631;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.5909086982026095,0.6158407764228347,0.6517947342182626,0.6896262896090216,0.7231126196232651,0.7493089876044312,0.7673467797115371,0.777253754919117
506;e16c7c8ab3799a71cf68c58d330e2dd1;0.9194082194082192,0.9194082194082192,0.9194082194082192,0.9194082194082192,0.9194082194082192,0.9194082194082192,0.9194082194082192,0.9194082194082192;0.031505269009034075,0.15083924829370876,0.3177628031655847,0.48713180932464556,0.6319559998719716,0.7420715941268037,0.8163286425996581,0.8565840545486891
507;325d90b86005b655e53f4f7425f12438;0.3494037678356908,0.3494037678356908,0.3494037678356908,0.3494037678356908,0.3494037678356908,0.3494037678356908,0.3494037678356908,0.3494037678356908;0.032921088629520846,0.02998992004093942,0.02521040327957799,0.01931417613377498,0.013151577702896863,0.007549253013855046,0.003204493974773595,0.0006222549526242647
508;a7935fabb5671cebf053fd93a89ab026;0.8332100644065397,0.8332100644065397,0.8332100644065397,0.8332100644065397,0.8332100644065397,0.8332100644065397,0.8332100644065397,0.8332100644065397;0.02283424134642383,0.10890153005010024,0.22818039578409893,0.34790120176084516,0.4492452305660792,0.5256761139219139,0.576916064086934,0.604592864790397
509;b0dce1c57e48134792bcbc8833100031;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.6390926872529873,0.6166137532663274,0.5753085854728633,0.5144376613662273,0.43506430183196676,0.3432108795711329,0.2536928319683491,0.19030106239494052
510;003ab0bec04bb2a533c4560ba54e73c7;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.36090731274701265,0.38338624673367244,0.42469141452713666,0.4855623386337726,0.564935698168033,0.6567891204288671,0.7463071680316509,0.8096989376050592
511;256f3837186145e0d2ce401cd18a3512;0.849343372924982,0.8278405609993804,0.7929388316304539,0.7501542718810459,0.7057545351636133,0.6656702480055073,0.6347648749116437,0.6164711630839166;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
512;48f7eea55c5d2e6224b3936a19921d8b;0.150656627075018,0.17215943900061956,0.20706116836954605,0.24984572811895397,0.29424546483638664,0.33432975199449255,0.36523512508835637,0.38352883691608325;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
513;cca82b83f6017c87611e2fe497af7137;0.5752526579539559,0.5549705120276262,0.5197074695645785,0.47200160123936385,0.41637650111698843,0.35978159145276006,0.31126413884417437,0.28025231222609154;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
514;b4ed7a709248443a811b265c021884ba;0.4247473420460441,0.44502948797237385,0.4802925304354214,0.5279983987606359,0.5836234988830113,0.6402184085472398,0.6887358611558255,0.7197476877739083;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
515;c638037827656eae663612c9f38fe4ab;0.6385853964637134,0.6385853964637134,0.6385853964637134,0.6385853964637134,0.6385853964637134,0.6385853964637134,0.6385853964637134,0.6385853964637134;0.36359464983657563,0.3389992540547734,0.2963184484304432,0.23874123535755742,0.1718429186784767,0.10403845735515556,0.04611912750219985,0.009197755205029724
516;651655e5614c1b8fb96e1da71299a2eb;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.6520060665188124,0.6070184927094283,0.5344947385628293,0.4464194882688211,0.3559701854391935,0.2751314616114386,0.2133275823680078,0.17695673987349503
517;eeb1a5f5c85cb5daab492777fdce1322;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.3479939334811874,0.3929815072905715,0.4655052614371706,0.5535805117311788,0.6440298145608063,0.7248685383885612,0.786672417631992,0.823043260126505
518;5f21a8d478323421c8c6095359756ca5;0.5359265668497478,0.5359265668497478,0.5359265668497478,0.5359265668497478,0.5359265668497478,0.5359265668497478,0.5359265668497478,0.5359265668497478;0.46796092652641,0.4440294699991727,0.40042615010012317,0.33702965908495397,0.2558680783276894,0.16400837826608713,0.07654356087020874,0.015797385509629894
519;43761554eddce404539ec5fea94b1ef7;0.07948922468275439,0.3136215349317135,0.5302094240599634,0.6771308251663873,0.7687164183737,0.824368905705199,0.856749355078687,0.8728507564403506;0.8373420607881537,0.8373420607881537,0.8373420607881537,0.8373420607881537,0.8373420607881537,0.8373420607881537,0.8373420607881537,0.8373420607881537
520;4afd1555c230bb029c0d2721ec060e8c;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.4661492904407108,0.4610673445209944,0.45277842404170615,0.4425487703850493,0.43185217047074553,0.42212378878253504,0.4145763591874838,0.41008950471451444
521;ee73a34c8dab4e1b9edc7c0307618345;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.5338507095592894,0.5389326554790055,0.5472215759582938,0.5574512296149506,0.5681478295292544,0.5778762112174648,0.5854236408125162,0.5899104952854854
522;fdb36977e51142bceb0f7fa657f07c0b;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.916439312074146,0.9126161776905563,0.9063500453087637,0.8985643769878436,0.8903607293774631,0.8828434559894324,0.8769741848545575,0.8734694232397845
523;e0b49cd6973ad66cba6180c800c12191;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.08356068792585394,0.08738382230944376,0.09364995469123612,0.10143562301215625,0.10963927062253685,0.11715654401056748,0.12302581514544254,0.1265305767602154
524;06b1bf8ff6c04fdb177b8e364ee7c7a8;0.9238171739340506,0.9185166994484963,0.9096283677755169,0.8982225854938984,0.8857474330462719,0.8738808247038319,0.8643110252637163,0.8584637995735257;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
525;418c0fe5fc09841ae46f92f2a885906d;0.07618282606594926,0.08148330055150353,0.09037163222448297,0.10177741450610157,0.11425256695372793,0.12611917529616798,0.1356889747362836,0.14153620042647433;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
526;77b2dc18b9673cfa9a49636992d6e35b;0.5915700273123533,0.5347451237645056,0.45695769877904563,0.37998769411905137,0.31568068355273066,0.26768763120364375,0.23575279214689282,0.21858292246993655;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
527;a6455907be84bb13a4e7a7ced7520e26;0.4084299726876466,0.46525487623549444,0.5430423012209543,0.6200123058809485,0.6843193164472692,0.7323123687963562,0.764247207853107,0.7814170775300634;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
528;bc532612dbab4a666df3ea2d76ec3613;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.6672908989781604,0.6524558904387721,0.628609860822729,0.5997648112137511,0.5702719943090231,0.5440234530711943,0.5240255599741603,0.5122852616891704
529;4f5049a180ad564cf4cce726f65331ad;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.3327091010218395,0.3475441095612279,0.37139013917727104,0.4002351887862487,0.4297280056909768,0.4559765469288057,0.4759744400258395,0.48771473831082957
530;be49cb88e8be1bc2db04fcce50da8d5e;0.9493784110206962,0.9010009343584982,0.8128088017820453,0.6844723944381443,0.5199817558532305,0.33354919667786337,0.155779109005066,0.03216613640217742;0.9852520899444733,0.9852520899444733,0.9852520899444733,0.9852520899444733,0.9852520899444733,0.9852520899444733,0.9852520899444733,0.9852520899444733
531;115d20104db76c83664c24177087f140;0.2407706556388384,0.2407706556388384,0.2407706556388384,0.2407706556388384,0.2407706556388384,0.2407706556388384,0.2407706556388384,0.2407706556388384;0.005856335716228003,0.029308437498408182,0.0659177962259807,0.10849761865274025,0.1502177685277287,0.18589607920131995,0.2122081963114288,0.22731885653420936
532;a068f4d72e3f06119ee7308df941f6c4;0.692134898139229,0.6645175398503823,0.6124795440914619,0.532588957863803,0.42224266764584606,0.28493645062240747,0.14001732950050794,0.029999771997875884;0.9065697443215044,0.9065697443215044,0.9065697443215044,0.9065697443215044,0.9065697443215044,0.9065697443215044,0.9065697443215044,0.9065697443215044
533;1930a287c18d5004a9dc9d64f2c776ca;0.9408143474965447,0.9408143474965447,0.9408143474965447,0.9408143474965447,0.9408143474965447,0.9408143474965447,0.9408143474965447,0.9408143474965447;0.07206480523675667,0.28668454445522673,0.48841310567328894,0.6270379703296716,0.7141930794526526,0.7674343806913875,0.7985103166719391,0.813990086408799
534;35cacbf55ad8b134709c359243b6f440;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.864189527313995,0.8205373022444774,0.7540135920343772,0.6790238126442947,0.6079186113945619,0.5488877162814539,0.5063623930583538,0.48231679402044186
535;06e04e635f75409165c1f4e69eed64f1;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.13581047268600488,0.17946269775552245,0.24598640796562277,0.3209761873557053,0.392081388605438,0.45111228371854606,0.4936376069416461,0.5176832059795581
536;7b4d2acbc98f1c1356b030ddc68cb709;0.018078964881036455,0.08923158160345954,0.19646825848668684,0.3156522076000032,0.4270329643928971,0.5183196415891673,0.583429212183815,0.6200059917523956;0.6829232082544628,0.6829232082544628,0.6829232082544628,0.6829232082544628,0.6829232082544628,0.6829232082544628,0.6829232082544628,0.6829232082544628
537;293d309c07fb7bdc0c8641d599527030;0.010629993654764126,0.053635499275106524,0.12219876889694646,0.2042185369117248,0.28706000355049,0.35993637826658204,0.4149281390229112,0.44700140494762314;0.7150630534291414,0.7150630534291414,0.7150630534291414,0.7150630534291414,0.7150630534291414,0.7150630534291414,0.7150630534291414,0.7150630534291414
538;db8f7579d63fc9b5473e848b9499548f;0.022641180688381495,0.1119283847050601,0.24703888893800635,0.3979725913071616,0.5397632407858818,0.6565097841992944,0.7400753435657897,0.7871291235076123;0.9645702608538363,0.9645702608538363,0.9645702608538363,0.9645702608538363,0.9645702608538363,0.9645702608538363,0.9645702608538363,0.9645702608538363
539;9665dcf7b934a095599551680e7b9a80;0.5804336094268674,0.5560065140207279,0.5135425220338272,0.4561060337847078,0.3891513331063285,0.32104731372113987,0.26267784245733333,0.2253757056836212;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
540;4aade0ead543a83c6740210aec2f1d95;0.4195663905731325,0.4439934859792719,0.4864574779661727,0.5438939662152921,0.6108486668936713,0.6789526862788602,0.7373221575426665,0.7746242943163786;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
541;0f961626f74731f14a499c6ab3cb510a;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.6501009514110518,0.6333317193759518,0.6071224621240755,0.5765896177190414,0.5466217438790808,0.5209532475690194,0.501999206640297,0.4911049629619092
542;d9311c5a8a5000d8f2e266e55148eb5b;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.349899048588948,0.36666828062404805,0.3928775378759244,0.4234103822809585,0.45337825612091914,0.4790467524309804,0.4980007933597029,0.5088950370380907
543;af43135b0fa79579c24531de3f291168;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.9045661557815978,0.850351158510764,0.7725872701064649,0.691291121475168,0.6197805458248385,0.5641286807500637,0.5259564313706645,0.5050418391090893
544;752a096f49ffb4616e7e52584078598f;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.09543384421840216,0.14964884148923582,0.22741272989353498,0.3087088785248318,0.3802194541751613,0.4358713192499361,0.4740435686293354,0.49495816089091066
545;5bdafa43cd38cb674d855201aea34657;0.006681981239676125,0.03377468603507194,0.07716689861623813,0.12939861286343085,0.18251442313028138,0.22954365451196013,0.26522068942021776,0.28610454247722195;0.4123511919083043,0.4123511919083043,0.4123511919083043,0.4123511919083043,0.4123511919083043,0.4123511919083043,0.4123511919083043,0.4123511919083043
546;42bd543c941264e6522d80988dbfbc19;0.07376863985539976,0.07376863985539976,0.07376863985539976,0.07376863985539976,0.07376863985539976,0.07376863985539976,0.07376863985539976,0.07376863985539976;0.0014789808416067376,0.007530381334596364,0.01740924130586797,0.02961600412369584,0.04239761009028604,0.05403796930113489,0.06307906135027139,0.06845815996836575
547;dfb21889da979d3334f132f3b1ef700d;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.4486023737884237,0.41718574161381466,0.3689636845825032,0.3140994652968146,0.2615757811775045,0.21759518533979466,0.18569820881123303,0.16758243219466787
548;694ca78e50d4851aeb8508ba76071c9c;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.5513976262115762,0.5828142583861853,0.6310363154174966,0.6859005347031852,0.7384242188224954,0.7824048146602053,0.8143017911887669,0.8324175678053322
549;12b26e2775750fa037eb4c85a80fb458;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.6981095776134937,0.6567048587059792,0.5903645935304455,0.5104681287816827,0.4291723101924618,0.3571526518835583,0.3024927087635641,0.27048710912426865
550;ab8cdc939ab081b64ec5cd6344a493bb;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.30189042238650626,0.34329514129402067,0.4096354064695545,0.48953187121831715,0.5708276898075382,0.6428473481164416,0.697507291236436,0.7295128908757313
551;cd434b5339048663e38bfe7bb3320cbb;0.6233972551045908,0.597199880536424,0.5488280330747933,0.4769852927262255,0.3822929140886233,0.2712559634183929,0.16150859939039194,0.08285839413183249;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
552;c29d3799ee240fb163b29938c03796d5;0.37660274489540896,0.40280011946357597,0.4511719669252065,0.5230147072737745,0.6177070859113766,0.728744036581607,0.838491400609608,0.9171416058681674;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
553;98f60251ae7c6686207524c7fc482495;0.007892887765671775,0.040852390263544695,0.09706723503876336,0.1709930696802905,0.25424644611599506,0.3358668867013613,0.40348856358756824,0.44562423978117505;0.5227569921413789,0.5227569921413789,0.5227569921413789,0.5227569921413789,0.5227569921413789,0.5227569921413789,0.5227569921413789,0.5227569921413789
554;31b405fb465790abc69d1cc86e26ca60;0.4221845330722292,0.4221845330722292,0.4221845330722292,0.4221845330722292,0.4221845330722292,0.4221845330722292,0.4221845330722292,0.4221845330722292;0.01319840395337119,0.06423489908476704,0.13852141181171257,0.21757800625553345,0.2883290780706135,0.34419254567905605,0.38292389006341815,0.4042895359544332
555;7429b3c65ef6c3c6b14aa3919687e183;0.7055544462193823,0.7055544462193823,0.7055544462193823,0.7055544462193823,0.7055544462193823,0.7055544462193823,0.7055544462193823,0.7055544462193823;0.02908401303536474,0.13652785749890528,0.27996700590184326,0.41791650620272286,0.5302526506953282,0.612417482110417,0.6663183228168222,0.6950476153199721
556;3b2673fe08a2b2c68cc200558e8af8a3;0.8002840458490724,0.754443249303649,0.6724285449580802,0.5565377124712678,0.41369091071865405,0.25904738379802367,0.11829763249542855,0.024055320289824274;0.8346097005092411,0.8346097005092411,0.8346097005092411,0.8346097005092411,0.8346097005092411,0.8346097005092411,0.8346097005092411,0.8346097005092411
557;3070ec977c8c740edddd0b4e10efe5f0;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.4009683183607117,0.3782052663341883,0.3413342731926444,0.29626396884369155,0.2496409455696028,0.2076789930243582,0.17540948528567646,0.1563424750697348
558;ef435b6ffd3d2c8e79459b89702464cd;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.5990316816392883,0.6217947336658115,0.6586657268073556,0.7037360311563083,0.7503590544303971,0.7923210069756417,0.8245905147143233,0.8436575249302651
559;71b2bd79c95ae8de617c61b4991d3127;0.9622433830216536,0.947607989121012,0.9240153209293603,0.8953649607302443,0.865943885209712,0.8396502387844303,0.8195487221698687,0.8077195631503664;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
